clean_text,skor_sentimen,bobot_kata,label_sentimen
bilang seinida simpan sedot jatuh seinida sedot sedot lubang tetes seinida sedot,-12.0,"[('bilang', 0), ('seinida', 0), ('simpan', -3.0), ('sedot', 0), ('jatuh', -3.0), ('seinida', 0), ('sedot', 0), ('sedot', 0), ('lubang', -3.0), ('tetes', -3.0), ('seinida', 0), ('sedot', 0)]",negatif
video lengan baju beda tampilin lengan baju video baju pakai jessica lengan baju pendek memang jessica ganti baju cafe,1.0,"[('video', 0), ('lengan', 0), ('baju', 2.0), ('beda', -2.0), ('tampilin', 0), ('lengan', 0), ('baju', 2.0), ('video', 0), ('baju', 2.0), ('pakai', 0), ('jessica', 0), ('lengan', 0), ('baju', 2.0), ('pendek', -2.0), ('memang', -2.0), ('jessica', 0), ('ganti', -3.0), ('baju', 2.0), ('cafe', 0)]",positif
anda jessica salah gila sih ngerontokin kredibilitas instansi orang,-13.0,"[('anda', -1.0), ('jessica', 0), ('salah', -4.0), ('gila', -5.0), ('sih', 0), ('ngerontokin', 0), ('kredibilitas', 0), ('instansi', -3.0), ('orang', 0)]",negatif
uang orang salah korban,-8.0,"[('uang', 0), ('orang', 0), ('salah', -4.0), ('korban', -4.0)]",negatif
tarik psikopat jamin ubah bebas penjara australia jahat bikin,-15.0,"[('tarik', 2.0), ('psikopat', 0), ('jamin', -5.0), ('ubah', 0), ('bebas', -4.0), ('penjara', -4.0), ('australia', 0), ('jahat', -4.0), ('bikin', 0)]",negatif
negara reformasi hukum poin cermin tegak hukum negeri cinta hukum atur kuat menang lemah korban korban paksa aku buat,-33.0,"[('negara', 0), ('reformasi', 0), ('hukum', -3.0), ('poin', 2.0), ('cermin', 3.0), ('tegak', 0), ('hukum', -3.0), ('negeri', 0), ('cinta', -1.0), ('hukum', -3.0), ('atur', -4.0), ('kuat', -3.0), ('menang', -5.0), ('lemah', -4.0), ('korban', -4.0), ('korban', -4.0), ('paksa', -4.0), ('aku', -1.0), ('buat', 1.0)]",negatif
hati jessica salah,-6.0,"[('hati', -2.0), ('jessica', 0), ('salah', -4.0)]",negatif
mirna sebar hoaks,0.0,"[('mirna', 0), ('sebar', 0), ('hoaks', 0)]",netral
perkara jessica salah problema jalan prosedur penyelidikin adil kayak janggal pojok kubu jessica media lain,-29.0,"[('perkara', -4.0), ('jessica', 0), ('salah', -4.0), ('problema', 0), ('jalan', 0), ('prosedur', -4.0), ('penyelidikin', 0), ('adil', -3.0), ('kayak', -3.0), ('janggal', -4.0), ('pojok', -3.0), ('kubu', 0), ('jessica', 0), ('media', 0), ('lain', -4.0)]",negatif
rumah sakit ahli abal sok ambil simpul,-4.0,"[('rumah', 3.0), ('sakit', -5.0), ('ahli', 0), ('abal', 0), ('sok', 0), ('ambil', -5.0), ('simpul', 3.0)]",negatif
reza indragiri anggap kaum dhuafa,0.0,"[('reza', 0), ('indragiri', 0), ('anggap', 0), ('kaum', 0), ('dhuafa', 0)]",netral
roy suryo sih,0.0,"[('roy', 0), ('suryo', 0), ('sih', 0)]",netral
iya kayak josuwa sisi televisi difiarnya kosong alias hilang,-11.0,"[('iya', 0), ('kayak', -3.0), ('josuwa', 0), ('sisi', 0), ('televisi', 0), ('difiarnya', 0), ('kosong', -4.0), ('alias', 0), ('hilang', -4.0)]",negatif
tabur tuai karma buruk tuai broooo,-5.0,"[('tabur', 0), ('tuai', 0), ('karma', 0), ('buruk', -5.0), ('tuai', 0), ('broooo', 0)]",negatif
anjing maling ember panci nongol,-6.0,"[('anjing', -4.0), ('maling', 0), ('ember', 0), ('panci', 0), ('nongol', -2.0)]",negatif
netflix cuan,0.0,"[('netflix', 0), ('cuan', 0)]",netral
bingung iya gambar utuh jessica pakai baju lengan pendek video kasih ayah mirna tangan orang meja duga masuk pakai baju lengan warna beda,-7.0,"[('bingung', 0), ('iya', 0), ('gambar', -3.0), ('utuh', 0), ('jessica', 0), ('pakai', 0), ('baju', 2.0), ('lengan', 0), ('pendek', -2.0), ('video', 0), ('kasih', -1.0), ('ayah', 0), ('mirna', 0), ('tangan', 1.0), ('orang', 0), ('meja', 0), ('duga', -1.0), ('masuk', -3.0), ('pakai', 0), ('baju', 2.0), ('lengan', 0), ('warna', 0), ('beda', -2.0)]",negatif
sianida masuk gelas obat kali,-6.0,"[('sianida', 0), ('masuk', -3.0), ('gelas', 0), ('obat', -3.0), ('kali', 0)]",negatif
kali dengar dokter djaja ilmu terima kasih dokter,7.0,"[('kali', 0), ('dengar', 2.0), ('dokter', 0), ('djaja', 0), ('ilmu', 4.0), ('terima', 2.0), ('kasih', -1.0), ('dokter', 0)]",positif
video debat sih jessica orang video pakai baju lengan jadi sih jessica pakai baju lengan pendek,3.0,"[('video', 0), ('debat', 3.0), ('sih', 0), ('jessica', 0), ('orang', 0), ('video', 0), ('pakai', 0), ('baju', 2.0), ('lengan', 0), ('jadi', -2.0), ('sih', 0), ('jessica', 0), ('pakai', 0), ('baju', 2.0), ('lengan', 0), ('pendek', -2.0)]",positif
seru harap jess percaya,-6.0,"[('seru', -5.0), ('harap', -3.0), ('jess', 0), ('percaya', 2.0)]",negatif
sih roy profesional seragam kawan video jessica laku,1.0,"[('sih', 0), ('roy', 0), ('profesional', 0), ('seragam', 1.0), ('kawan', 0), ('video', 0), ('jessica', 0), ('laku', 0)]",positif
nagh cacat hukum indonesia moga adil tegak,-10.0,"[('nagh', 0), ('cacat', -5.0), ('hukum', -3.0), ('indonesia', 0), ('moga', 1.0), ('adil', -3.0), ('tegak', 0)]",negatif
ha undang roy suryo orang belit asa uang bulat,-6.0,"[('ha', 0), ('undang', 2.0), ('roy', 0), ('suryo', 0), ('orang', 0), ('belit', -3.0), ('asa', -2.0), ('uang', 0), ('bulat', -3.0)]",negatif
generasi sembilan puluh ribu peduli internet pelosok indonesia generasi maju kawal buka,-15.0,"[('generasi', -3.0), ('sembilan', 0), ('puluh', 0), ('ribu', 0), ('peduli', -1.0), ('internet', 0), ('pelosok', -3.0), ('indonesia', 0), ('generasi', -3.0), ('maju', 0), ('kawal', -2.0), ('buka', -3.0)]",negatif
terima kasih netflix cik sutradara cari adil indonesia mahal,-7.0,"[('terima', 2.0), ('kasih', -1.0), ('netflix', 0), ('cik', 0), ('sutradara', -3.0), ('cari', -3.0), ('adil', -3.0), ('indonesia', 0), ('mahal', 1.0)]",negatif
adil jessica mirna,-3.0,"[('adil', -3.0), ('jessica', 0), ('mirna', 0)]",negatif
butuh adil saudara laki laki inti adil,-11.0,"[('butuh', -5.0), ('adil', -3.0), ('saudara', 0), ('laki', 0), ('laki', 0), ('inti', 0), ('adil', -3.0)]",negatif
mirna jessica negara satu republik indonesia,-1.0,"[('mirna', 0), ('jessica', 0), ('negara', 0), ('satu', -1.0), ('republik', 0), ('indonesia', 0)]",negatif
adil ahli benar sudut tanda hukum indonesia jelek,-17.0,"[('adil', -3.0), ('ahli', 0), ('benar', -4.0), ('sudut', 0), ('tanda', -2.0), ('hukum', -3.0), ('indonesia', 0), ('jelek', -5.0)]",negatif
kak jual rumah toko kadang adil temu jalan,6.0,"[('kak', 0), ('jual', 1.0), ('rumah', 3.0), ('toko', 0), ('kadang', 3.0), ('adil', -3.0), ('temu', 2.0), ('jalan', 0)]",positif
ya respek banget dengar sipilisi bicara maaf iya skip suka dengar orang otak cerdas pintar hati jujur amanah,4.0,"[('ya', 4.0), ('respek', 0), ('banget', 1.0), ('dengar', 2.0), ('sipilisi', 0), ('bicara', 0), ('maaf', -3.0), ('iya', 0), ('skip', 0), ('suka', -1.0), ('dengar', 2.0), ('orang', 0), ('otak', -3.0), ('cerdas', 0), ('pintar', 0), ('hati', -2.0), ('jujur', -1.0), ('amanah', 5.0)]",positif
jelas ahli foresik digital runtut mudah paham mahasiswa harap buka lepas jessica salah masyarakat indonesia tuntas janggal tuntas hukum transparan jujur boomerang masyarakat indonesia dampak tegak hukun indonesia timbul stigma negatif hukum indonesia jalan jujur atur orang milik kuasa uang,-24.0,"[('jelas', -3.0), ('ahli', 0), ('foresik', 0), ('digital', 0), ('runtut', 3.0), ('mudah', -1.0), ('paham', 0), ('mahasiswa', 0), ('harap', -3.0), ('buka', -3.0), ('lepas', -2.0), ('jessica', 0), ('salah', -4.0), ('masyarakat', 0), ('indonesia', 0), ('tuntas', 2.0), ('janggal', -4.0), ('tuntas', 2.0), ('hukum', -3.0), ('transparan', 3.0), ('jujur', -1.0), ('boomerang', 0), ('masyarakat', 0), ('indonesia', 0), ('dampak', -3.0), ('tegak', 0), ('hukun', 0), ('indonesia', 0), ('timbul', -3.0), ('stigma', 0), ('negatif', 0), ('hukum', -3.0), ('indonesia', 0), ('jalan', 0), ('jujur', -1.0), ('atur', -4.0), ('orang', 0), ('milik', 1.0), ('kuasa', 3.0), ('uang', 0)]",negatif
warganet pintar fokus mayat mirna full autopsi mati tinggal alami warganet bodoh fokus cctv kopi gelas ting,-19.0,"[('warganet', 0), ('pintar', 0), ('fokus', -2.0), ('mayat', -4.0), ('mirna', 0), ('full', 0), ('autopsi', 0), ('mati', -5.0), ('tinggal', -3.0), ('alami', -3.0), ('warganet', 0), ('bodoh', 0), ('fokus', -2.0), ('cctv', 0), ('kopi', 0), ('gelas', 0), ('ting', 0)]",negatif
sih edi hasibuan aduh,-3.0,"[('sih', 0), ('edi', 0), ('hasibuan', 0), ('aduh', -3.0)]",negatif
roy suryo bicara isi kosong,-9.0,"[('roy', 0), ('suryo', 0), ('bicara', 0), ('isi', -5.0), ('kosong', -4.0)]",negatif
gara gara dapat dokter jaya autopsi jadi sangka sebab mati jessica salah kayak keluarga mirna hindar autopsi,-28.0,"[('gara', -4.0), ('gara', -4.0), ('dapat', -2.0), ('dokter', 0), ('jaya', 4.0), ('autopsi', 0), ('jadi', -2.0), ('sangka', -3.0), ('sebab', -2.0), ('mati', -5.0), ('jessica', 0), ('salah', -4.0), ('kayak', -3.0), ('keluarga', -3.0), ('mirna', 0), ('hindar', 0), ('autopsi', 0)]",negatif
keluarga hindar izin autopsi informasi profesor djaja duga laku dekat,-15.0,"[('keluarga', -3.0), ('hindar', 0), ('izin', -4.0), ('autopsi', 0), ('informasi', -3.0), ('profesor', 0), ('djaja', 0), ('duga', -1.0), ('laku', 0), ('dekat', -4.0)]",negatif
negeri konoha nomor uang nomor justice kontrak pulus salah paksa salah,-12.0,"[('negeri', 0), ('konoha', 0), ('nomor', 0), ('uang', 0), ('nomor', 0), ('justice', 0), ('kontrak', 0), ('pulus', 0), ('salah', -4.0), ('paksa', -4.0), ('salah', -4.0)]",negatif
roy suryo,0.0,"[('roy', 0), ('suryo', 0)]",netral
suap,-3.0,"[('suap', -3.0)]",negatif
diskusi jam bicara sesuai prosedur fakta andal moga kuak adil salah bebas salah,-19.0,"[('diskusi', 0), ('jam', 0), ('bicara', 0), ('sesuai', 3.0), ('prosedur', -4.0), ('fakta', -3.0), ('andal', -1.0), ('moga', 1.0), ('kuak', 0), ('adil', -3.0), ('salah', -4.0), ('bebas', -4.0), ('salah', -4.0)]",negatif
wkwkwkwkwkwk presentasi anak wkwk lucu hukum,-11.0,"[('wkwkwkwkwkwk', 0), ('presentasi', -3.0), ('anak', -3.0), ('wkwk', 0), ('lucu', -2.0), ('hukum', -3.0)]",negatif
ngang ngong ngang ngong asumsi,-3.0,"[('ngang', 0), ('ngong', 0), ('ngang', 0), ('ngong', 0), ('asumsi', -3.0)]",negatif
gelas gelas,0.0,"[('gelas', 0), ('gelas', 0)]",netral
percaya roy surya deddy corbuizer deny sumargo jaksa tuntut eddy,-1.0,"[('percaya', 2.0), ('roy', 0), ('surya', 0), ('deddy', 0), ('corbuizer', 0), ('deny', 0), ('sumargo', 0), ('jaksa', 0), ('tuntut', -3.0), ('eddy', 0)]",negatif
orang penjara dasar curiga,-8.0,"[('orang', 0), ('penjara', -4.0), ('dasar', 0), ('curiga', -4.0)]",negatif
jaksa hadir djaja bap,-3.0,"[('jaksa', 0), ('hadir', -3.0), ('djaja', 0), ('bap', 0)]",negatif
sambo teddy mindahasa kopi sianida,0.0,"[('sambo', 0), ('teddy', 0), ('mindahasa', 0), ('kopi', 0), ('sianida', 0)]",netral
krisna iya,0.0,"[('krisna', 0), ('iya', 0)]",netral
ketar tir gara netflix,-7.0,"[('ketar', -3.0), ('tir', 0), ('gara', -4.0), ('netflix', 0)]",negatif
sih jaksa lihat pas sidang profesor eddy bilang,3.0,"[('sih', 0), ('jaksa', 0), ('lihat', 3.0), ('pas', 3.0), ('sidang', -3.0), ('profesor', 0), ('eddy', 0), ('bilang', 0)]",positif
salah terap hukum hukum produk cacat adil,-15.0,"[('salah', -4.0), ('terap', 0), ('hukum', -3.0), ('hukum', -3.0), ('produk', 3.0), ('cacat', -5.0), ('adil', -3.0)]",negatif
orang cerdas jadjah diam aja ditanyak haha,-2.0,"[('orang', 0), ('cerdas', 0), ('jadjah', 0), ('diam', -3.0), ('aja', 1.0), ('ditanyak', 0), ('haha', 0)]",negatif
acara integritas cuan bela bunuh terang benderang kabur konsisten percaya sianida delik suruh arif suami mirna kasih sianida barista parah dunia loyer loyer,-17.0,"[('acara', 0), ('integritas', 0), ('cuan', 0), ('bela', 0), ('bunuh', -5.0), ('terang', -3.0), ('benderang', -3.0), ('kabur', -2.0), ('konsisten', 0), ('percaya', 2.0), ('sianida', 0), ('delik', 0), ('suruh', -2.0), ('arif', 4.0), ('suami', 0), ('mirna', 0), ('kasih', -1.0), ('sianida', 0), ('barista', 0), ('parah', -5.0), ('dunia', -2.0), ('loyer', 0), ('loyer', 0)]",negatif
ketok palu tahun muncul huru hara masyarakat janggal proses evaluasi tega hukum negara adil sesuai prosedur jujur,-19.0,"[('ketok', 0), ('palu', 0), ('tahun', 0), ('muncul', -3.0), ('huru', 0), ('hara', 0), ('masyarakat', 0), ('janggal', -4.0), ('proses', 1.0), ('evaluasi', 0), ('tega', -5.0), ('hukum', -3.0), ('negara', 0), ('adil', -3.0), ('sesuai', 3.0), ('prosedur', -4.0), ('jujur', -1.0)]",negatif
orang jessica hany tentu tempat jessica kali restoran,-10.0,"[('orang', 0), ('jessica', 0), ('hany', 0), ('tentu', -3.0), ('tempat', -3.0), ('jessica', 0), ('kali', 0), ('restoran', -4.0)]",negatif
kamera cari,-3.0,"[('kamera', 0), ('cari', -3.0)]",negatif
fokus rempang pilih,-4.0,"[('fokus', -2.0), ('rempang', 0), ('pilih', -2.0)]",negatif
sadis iya sih sambo,-5.0,"[('sadis', -5.0), ('iya', 0), ('sih', 0), ('sambo', 0)]",negatif
ayo ayo jokowi tegak hukum indonesia,5.0,"[('ayo', 4.0), ('ayo', 4.0), ('jokowi', 0), ('tegak', 0), ('hukum', -3.0), ('indonesia', 0)]",positif
dokter racun sianida indah hukum desa konoha,-5.0,"[('dokter', 0), ('racun', 0), ('sianida', 0), ('indah', -2.0), ('hukum', -3.0), ('desa', 0), ('konoha', 0)]",negatif
pakai master aplikasi edit video,-5.0,"[('pakai', 0), ('master', -1.0), ('aplikasi', -4.0), ('edit', 0), ('video', 0)]",negatif
djaja terang runut konsisten respect,-3.0,"[('djaja', 0), ('terang', -3.0), ('runut', 0), ('konsisten', 0), ('respect', 0)]",negatif
semak channel lurus,4.0,"[('semak', 0), ('channel', 0), ('lurus', 4.0)]",positif
indonesia panggung hukum sandiwara miriisss,-3.0,"[('indonesia', 0), ('panggung', 0), ('hukum', -3.0), ('sandiwara', 0), ('miriisss', 0)]",negatif
mewwakili orang orang pintar,0.0,"[('mewwakili', 0), ('orang', 0), ('orang', 0), ('pintar', 0)]",netral
suryo ajar ayah,-3.0,"[('suryo', 0), ('ajar', -3.0), ('ayah', 0)]",negatif
edi hasibuan panik gessssss,-4.0,"[('edi', 0), ('hasibuan', 0), ('panik', -4.0), ('gessssss', 0)]",negatif
dduuiiitttt besarrrr,0.0,"[('dduuiiitttt', 0), ('besarrrr', 0)]",netral
keren banget debat tegak hukum mesti ajar matang banget kuasa materi sop apa tangkap ayo info oto bukti telaah,-11.0,"[('keren', 0), ('banget', 1.0), ('debat', 3.0), ('tegak', 0), ('hukum', -3.0), ('mesti', -3.0), ('ajar', -3.0), ('matang', 0), ('banget', 1.0), ('kuasa', 3.0), ('materi', 0), ('sop', 0), ('apa', -3.0), ('tangkap', -3.0), ('ayo', 4.0), ('info', -3.0), ('oto', 0), ('bukti', -3.0), ('telaah', -2.0)]",negatif
royyy panciiii kasihan panci embat,-7.0,"[('royyy', 0), ('panciiii', 0), ('kasihan', -3.0), ('panci', 0), ('embat', -4.0)]",negatif
edi hasibuan panik gess,-4.0,"[('edi', 0), ('hasibuan', 0), ('panik', -4.0), ('gess', 0)]",negatif
gue main criminal case ngungkapin laku butuh otak game gue pikir benar pakai insting,-14.0,"[('gue', 0), ('main', -2.0), ('criminal', 0), ('case', 0), ('ngungkapin', 0), ('laku', 0), ('butuh', -5.0), ('otak', -3.0), ('game', 2.0), ('gue', 0), ('pikir', -2.0), ('benar', -4.0), ('pakai', 0), ('insting', 0)]",negatif
suka mc cowok kayak provokator,-4.0,"[('suka', -1.0), ('mc', 0), ('cowok', 0), ('kayak', -3.0), ('provokator', 0)]",negatif
orang posisi simpan mirna gera tangan video pengmbilan video,-2.0,"[('orang', 0), ('posisi', 0), ('simpan', -3.0), ('mirna', 0), ('gera', 0), ('tangan', 1.0), ('video', 0), ('pengmbilan', 0), ('video', 0)]",negatif
moga l sianida lambung postmortem negative sianida muntah hidup negativ sianida negative sianida muncul moga l percaya dokter djaja sianida gelas jenazah temu sianida muntah hidup negative sianida nakes orang nakes gelas,-13.0,"[('moga', 1.0), ('l', 0), ('sianida', 0), ('lambung', 2.0), ('postmortem', 0), ('negative', 0), ('sianida', 0), ('muntah', -3.0), ('hidup', -4.0), ('negativ', 0), ('sianida', 0), ('negative', 0), ('sianida', 0), ('muncul', -3.0), ('moga', 1.0), ('l', 0), ('percaya', 2.0), ('dokter', 0), ('djaja', 0), ('sianida', 0), ('gelas', 0), ('jenazah', -4.0), ('temu', 2.0), ('sianida', 0), ('muntah', -3.0), ('hidup', -4.0), ('negative', 0), ('sianida', 0), ('nakes', 0), ('orang', 0), ('nakes', 0), ('gelas', 0)]",negatif
buka nih tinggal,-6.0,"[('buka', -3.0), ('nih', 0), ('tinggal', -3.0)]",negatif
dokter selamat,5.0,"[('dokter', 0), ('selamat', 5.0)]",positif
bicara pamer kuasa netflik,0.0,"[('bicara', 0), ('pamer', -3.0), ('kuasa', 3.0), ('netflik', 0)]",netral
roi suryo karma masuk penjara,-7.0,"[('roi', 0), ('suryo', 0), ('karma', 0), ('masuk', -3.0), ('penjara', -4.0)]",negatif
roy suryo besok ganti roy kyosih ajak masuk akal,-5.0,"[('roy', 0), ('suryo', 0), ('besok', 0), ('ganti', -3.0), ('roy', 0), ('kyosih', 0), ('ajak', 1.0), ('masuk', -3.0), ('akal', 0)]",negatif
diakusinya berat belah ahli media kubu amat polisi lawan kompolnas dokter forensik adil televisi one selamat orang ambil sampel lambung hati mirna nur samran ahli toksikologi puslabfor uji sampel organ mirna sidang terang ahli masuk bap saksi ahli djaja diskusi fair banget goreng isu,-14.0,"[('diakusinya', 0), ('berat', 0), ('belah', -5.0), ('ahli', 0), ('media', 0), ('kubu', 0), ('amat', 4.0), ('polisi', 0), ('lawan', -4.0), ('kompolnas', 0), ('dokter', 0), ('forensik', 0), ('adil', -3.0), ('televisi', 0), ('one', 0), ('selamat', 5.0), ('orang', 0), ('ambil', -5.0), ('sampel', 0), ('lambung', 2.0), ('hati', -2.0), ('mirna', 0), ('nur', 0), ('samran', 0), ('ahli', 0), ('toksikologi', 0), ('puslabfor', 0), ('uji', 1.0), ('sampel', 0), ('organ', 0), ('mirna', 0), ('sidang', -3.0), ('terang', -3.0), ('ahli', 0), ('masuk', -3.0), ('bap', 0), ('saksi', 1.0), ('ahli', 0), ('djaja', 0), ('diskusi', 0), ('fair', 3.0), ('banget', 1.0), ('goreng', -2.0), ('isu', -1.0)]",negatif
dunia autopsi sangka wakanda autopsi bayar polisi jaksa hakim edi ayah mirna cair asuransi,-9.0,"[('dunia', -2.0), ('autopsi', 0), ('sangka', -3.0), ('wakanda', 0), ('autopsi', 0), ('bayar', -3.0), ('polisi', 0), ('jaksa', 0), ('hakim', 0), ('edi', 0), ('ayah', 0), ('mirna', 0), ('cair', -1.0), ('asuransi', 0)]",negatif
anh video tang amat jessica bawh meja iya iya kujur tubuh jessica iya e akal akal,0.0,"[('anh', 0), ('video', 0), ('tang', 0), ('amat', 4.0), ('jessica', 0), ('bawh', 0), ('meja', 0), ('iya', 0), ('iya', 0), ('kujur', 0), ('tubuh', -4.0), ('jessica', 0), ('iya', 0), ('e', 0), ('akal', 0), ('akal', 0)]",netral
eh roy panciiiii kabar panci roy,-3.0,"[('eh', 0), ('roy', 0), ('panciiiii', 0), ('kabar', -3.0), ('panci', 0), ('roy', 0)]",negatif
video aneh layan jalan wajah wanita wanita kaku gerak tangan hantu,-9.0,"[('video', 0), ('aneh', -4.0), ('layan', -2.0), ('jalan', 0), ('wajah', 0), ('wanita', 0), ('wanita', 0), ('kaku', 0), ('gerak', 0), ('tangan', 1.0), ('hantu', -4.0)]",negatif
situ dokter djaja langsung tonton,-1.0,"[('situ', 0), ('dokter', 0), ('djaja', 0), ('langsung', 3.0), ('tonton', -4.0)]",negatif
jaga saksi ahli biar bungkam power kuat kali,-12.0,"[('jaga', -3.0), ('saksi', 1.0), ('ahli', 0), ('biar', -3.0), ('bungkam', -4.0), ('power', 0), ('kuat', -3.0), ('kali', 0)]",negatif
sambo iya,0.0,"[('sambo', 0), ('iya', 0)]",netral
televisi one ganti kamera iya kualitas mentok p tonton televisi monitor burik kalah kualitas video yt chanel kamar jeri,-11.0,"[('televisi', 0), ('one', 0), ('ganti', -3.0), ('kamera', 0), ('iya', 0), ('kualitas', 4.0), ('mentok', -5.0), ('p', 0), ('tonton', -4.0), ('televisi', 0), ('monitor', 0), ('burik', 0), ('kalah', -4.0), ('kualitas', 4.0), ('video', 0), ('yt', 0), ('chanel', 0), ('kamar', 0), ('jeri', -3.0)]",negatif
doa moga otto kolega sehat bela jessica,-4.0,"[('doa', -4.0), ('moga', 1.0), ('otto', 0), ('kolega', 0), ('sehat', -1.0), ('bela', 0), ('jessica', 0)]",negatif
percaya djaja percaya almarhum mirna tinggal sianida,1.0,"[('percaya', 2.0), ('djaja', 0), ('percaya', 2.0), ('almarhum', 0), ('mirna', 0), ('tinggal', -3.0), ('sianida', 0)]",positif
salut dokter daja jelas ubah kreeen deh bela adil,-6.0,"[('salut', 0), ('dokter', 0), ('daja', 0), ('jelas', -3.0), ('ubah', 0), ('kreeen', 0), ('deh', 0), ('bela', 0), ('adil', -3.0)]",negatif
high definition,0.0,"[('high', 0), ('definition', 0)]",netral
kayak boneka sih edi,-3.0,"[('kayak', -3.0), ('boneka', 0), ('sih', 0), ('edi', 0)]",negatif
check barang hadiah percaya orang kali sehingga terima terima barang perfect,4.0,"[('check', 1.0), ('barang', 0), ('hadiah', -3.0), ('percaya', 2.0), ('orang', 0), ('kali', 0), ('sehingga', 0), ('terima', 2.0), ('terima', 2.0), ('barang', 0), ('perfect', 0)]",positif
angkattttt,0.0,"[('angkattttt', 0)]",netral
bayar bayar bapa mirna,-3.0,"[('bayar', -3.0), ('bayar', -3.0), ('bapa', 3.0), ('mirna', 0)]",negatif
mahal adil mempertinbangkan cari jalan murah,-7.0,"[('mahal', 1.0), ('adil', -3.0), ('mempertinbangkan', 0), ('cari', -3.0), ('jalan', 0), ('murah', -2.0)]",negatif
suryo penjara,-4.0,"[('suryo', 0), ('penjara', -4.0)]",negatif
suap korupsi sidi putus sidang curiga suap sidang,-25.0,"[('suap', -3.0), ('korupsi', -4.0), ('sidi', 0), ('putus', -5.0), ('sidang', -3.0), ('curiga', -4.0), ('suap', -3.0), ('sidang', -3.0)]",negatif
hadehhhhh,0.0,"[('hadehhhhh', 0)]",netral
ah kacau sidang indonesia lihat sih ahok kacau uang batu udang iya indonesia kali iya majelis hakim putus karma tuhan kati ahok eh,-4.0,"[('ah', 0), ('kacau', 0), ('sidang', -3.0), ('indonesia', 0), ('lihat', 3.0), ('sih', 0), ('ahok', 0), ('kacau', 0), ('uang', 0), ('batu', -2.0), ('udang', 0), ('iya', 0), ('indonesia', 0), ('kali', 0), ('iya', 0), ('majelis', 0), ('hakim', 0), ('putus', -5.0), ('karma', 0), ('tuhan', 3.0), ('kati', 0), ('ahok', 0), ('eh', 0)]",negatif
benar sambo murti,-4.0,"[('benar', -4.0), ('sambo', 0), ('murti', 0)]",negatif
penasaran cctv,-3.0,"[('penasaran', -3.0), ('cctv', 0)]",negatif
jonson debest,0.0,"[('jonson', 0), ('debest', 0)]",netral
kalo reuni ketemu teman cafe resto h cek,-3.0,"[('kalo', 0), ('reuni', 0), ('ketemu', 1.0), ('teman', 0), ('cafe', 0), ('resto', 0), ('h', 0), ('cek', -4.0)]",negatif
kompolnnasnya bicara omong apa maaf kurang hormat,-13.0,"[('kompolnnasnya', 0), ('bicara', 0), ('omong', -4.0), ('apa', -3.0), ('maaf', -3.0), ('kurang', -3.0), ('hormat', 0)]",negatif
tuju ustad,-4.0,"[('tuju', -4.0), ('ustad', 0)]",negatif
dokter djaja bicara mngrti,0.0,"[('dokter', 0), ('djaja', 0), ('bicara', 0), ('mngrti', 0)]",netral
edi pidana cemar nama,-5.0,"[('edi', 0), ('pidana', 0), ('cemar', -5.0), ('nama', 0)]",negatif
manipulasi cctv ahli cctv,0.0,"[('manipulasi', 0), ('cctv', 0), ('ahli', 0), ('cctv', 0)]",netral
orang bukti prasangka cek iya sidik prasaka hukum bukti hukum salah tertawa penjara presiden kasih grasi jesicca,-20.0,"[('orang', 0), ('bukti', -3.0), ('prasangka', -3.0), ('cek', -4.0), ('iya', 0), ('sidik', 0), ('prasaka', 0), ('hukum', -3.0), ('bukti', -3.0), ('hukum', -3.0), ('salah', -4.0), ('tertawa', 5.0), ('penjara', -4.0), ('presiden', 3.0), ('kasih', -1.0), ('grasi', 0), ('jesicca', 0)]",negatif
kualitas tim belah beda dewa panci,-7.0,"[('kualitas', 4.0), ('tim', -4.0), ('belah', -5.0), ('beda', -2.0), ('dewa', 0), ('panci', 0)]",negatif
roy sukro undang iya hubung orang,-1.0,"[('roy', 0), ('sukro', 0), ('undang', 2.0), ('iya', 0), ('hubung', -3.0), ('orang', 0)]",negatif
tito iya,0.0,"[('tito', 0), ('iya', 0)]",netral
biar nara suber lebar biar terang durasi jam cerita,-16.0,"[('biar', -3.0), ('nara', 0), ('suber', 0), ('lebar', -3.0), ('biar', -3.0), ('terang', -3.0), ('durasi', 0), ('jam', 0), ('cerita', -4.0)]",negatif
perabot kantor bawa pulang keruma asli p suryo,-1.0,"[('perabot', 0), ('kantor', 0), ('bawa', -3.0), ('pulang', 0), ('keruma', 0), ('asli', 2.0), ('p', 0), ('suryo', 0)]",negatif
dokter djaja muka tekan habis ancam beliau jujur salut,-11.0,"[('dokter', 0), ('djaja', 0), ('muka', 0), ('tekan', -3.0), ('habis', -3.0), ('ancam', -4.0), ('beliau', 0), ('jujur', -1.0), ('salut', 0)]",negatif
sekian racun sianida djaja efek bikin mual orang orang fine gera mimik muka indikasi mual,-6.0,"[('sekian', 0), ('racun', 0), ('sianida', 0), ('djaja', 0), ('efek', 3.0), ('bikin', 0), ('mual', -5.0), ('orang', 0), ('orang', 0), ('fine', 3.0), ('gera', 0), ('mimik', 0), ('muka', 0), ('indikasi', -2.0), ('mual', -5.0)]",negatif
kasus buka jesicca nyata salah konsekuensi hukum mati,-20.0,"[('kasus', 0), ('buka', -3.0), ('jesicca', 0), ('nyata', -2.0), ('salah', -4.0), ('konsekuensi', -3.0), ('hukum', -3.0), ('mati', -5.0)]",negatif
